bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,price,new,dublicate_ptc,no_ptc,original_ptc
внедорожник,синий,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7964200.0,1,0,1,0
седан,чёрный,3.0,258.0,дизель,191779.0,4.0,2013.0,1.0,,1,1.0,1315000.0,0,0,0,1
внедорожник,серый,3.0,272.0,бензин,216500.0,5.0,2006.0,1.0,,1,1.0,529000.0,0,0,0,1
седан,белый,2.0,190.0,дизель,105189.0,4.0,2017.0,1.0,,1,2.0,1990000.0,0,0,0,1
внедорожник,чёрный,3.0,400.0,дизель,28009.0,5.0,2018.0,1.0,,1,2.0,6766000.0,0,0,0,1
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,11517600.0,1,0,1,0
внедорожник,белый,3.0,400.0,дизель,14596.0,5.0,2018.0,1.0,,1,2.0,6397000.0,0,0,0,1
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4140000.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3680000.0,1,0,1,0
внедорожник,синий,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3357000.0,1,0,1,0
седан,синий,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3180000.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3180000.0,1,0,1,0
седан,серый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2571200.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3239500.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3239500.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,28955.0,4.0,2018.0,1.0,,1,2.0,2246111.0,0,0,0,1
седан,серый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2799500.0,1,0,1,0
седан,чёрный,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,белый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,белый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,белый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2430000.0,1,0,1,0
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2870000.0,1,0,1,0
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2870000.0,1,0,1,0
седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
седан,серый,1.5,140.0,бензин,0.0,4.0,2020.0,0.0,,1,2.0,2550000.0,1,0,1,0
внедорожник,серый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2980000.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2960000.0,1,0,1,0
седан,синий,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2920000.0,1,0,1,0
лифтбек,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3545900.0,1,0,1,0
купе,белый,2.0,184.0,бензин,52155.0,2.0,2016.0,1.0,,1,2.0,1849000.0,0,0,0,1
седан,белый,2.0,184.0,дизель,134500.0,4.0,2014.0,1.0,,1,2.0,1219000.0,0,0,0,1
внедорожник,серый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,2.0,7641918.0,0,0,0,1
седан,серый,3.0,400.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,7668400.0,1,0,1,0
внедорожник,чёрный,4.4,555.0,бензин,159494.0,5.0,2011.0,1.0,,1,2.0,1285000.0,0,0,0,1
седан,синий,3.0,320.0,бензин,184894.0,4.0,2012.0,1.0,,1,2.0,1134000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3620000.0,1,0,1,0
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3951200.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,4073200.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3600000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,4158500.0,1,0,1,0
седан,фиолетовый,4.4,560.0,бензин,96166.0,4.0,2012.0,0.0,,1,2.0,1645000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2957500.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3643200.0,1,0,1,0
седан,серый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3643200.0,1,0,1,0
седан,чёрный,2.0,258.0,бензин,119763.0,4.0,2016.0,1.0,,1,2.0,2215000.0,0,0,0,1
седан,белый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3808800.0,1,0,1,0
внедорожник,чёрный,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3731200.0,1,0,1,0
седан,синий,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3643200.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6605600.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
внедорожник,синий,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,2723200.0,1,0,1,0
внедорожник,синий,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,5630850.0,1,0,1,0
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6280000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3431600.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3394300.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3121300.0,1,0,1,0
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7250000.0,1,0,1,0
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7601600.0,1,0,1,0
внедорожник,серый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,5468400.0,1,0,1,0
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4094000.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6633200.0,1,0,1,0
внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3657900.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3207800.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3018400.0,1,0,1,0
внедорожник,чёрный,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3920396.0,1,0,1,0
внедорожник,синий,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3666800.0,1,0,1,0
внедорожник,коричневый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3337500.0,1,0,1,0
внедорожник,синий,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,10790812.0,1,0,1,0
лифтбек,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,5142331.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,4360800.0,1,0,1,0
седан,серебристый,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2611790.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3010000.0,1,0,1,0
внедорожник,синий,4.4,530.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,9406507.0,1,0,1,0
внедорожник,серый,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,2484000.0,1,0,1,0
лифтбек,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4446858.0,1,0,1,0
внедорожник,чёрный,3.0,326.0,дизель,0.0,5.0,2019.0,1.0,,1,2.0,5477770.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6345000.0,1,0,1,0
седан,серый,2.0,249.0,бензин,0.0,4.0,2019.0,1.0,,1,2.0,3540600.0,0,0,0,1
внедорожник,красный,3.0,320.0,дизель,0.0,5.0,2019.0,1.0,,1,2.0,5005936.0,0,0,0,1
минивэн,синий,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2045665.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2966700.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2932600.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2966700.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2932600.0,1,0,1,0
внедорожник,серый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,2.0,6345000.0,0,0,0,1
внедорожник,чёрный,4.4,530.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,9690500.0,1,0,1,0
открытый,белый,2.0,156.0,бензин,144752.0,2.0,2011.0,1.0,,1,2.0,1099000.0,0,0,0,1
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7200000.0,1,0,1,0
седан,чёрный,3.0,320.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,10201500.0,0,0,0,1
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3050000.0,1,0,1,0
седан,чёрный,3.0,400.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,13350700.0,0,0,0,1
седан,чёрный,3.0,320.0,бензин,64001.0,4.0,2014.0,1.0,,1,2.0,2120000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,4318322.0,1,0,1,0
внедорожник,коричневый,2.0,184.0,бензин,81600.0,5.0,2013.0,1.0,,1,2.0,815000.0,0,0,0,1
внедорожник,чёрный,3.0,286.0,дизель,158751.0,5.0,2009.0,1.0,,1,2.0,932000.0,0,0,0,1
седан,чёрный,2.0,245.0,бензин,153725.0,4.0,2011.0,1.0,,1,2.0,782000.0,0,0,0,1
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3410000.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6770218.0,1,0,1,0
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6786800.0,1,0,1,0
внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7220000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6193800.0,1,0,1,0
внедорожник,белый,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,10972500.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,8176600.0,1,0,1,0
внедорожник,серый,2.0,245.0,бензин,158741.0,5.0,2012.0,1.0,,1,2.0,872000.0,0,0,0,1
внедорожник,чёрный,4.4,530.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,8225392.0,1,0,1,0
внедорожник,серый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3900800.0,1,0,1,0
внедорожник,белый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3920396.0,1,0,1,0
внедорожник,чёрный,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3900800.0,1,0,1,0
внедорожник,чёрный,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3155600.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3569600.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3229200.0,1,0,1,0
внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3666800.0,1,0,1,0
внедорожник,синий,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2253816.0,1,0,1,0
седан,синий,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3410000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3410000.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3730000.0,1,0,1,0
внедорожник,чёрный,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,2810000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3410000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3810000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3430000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3250000.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3250000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3810000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3430000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3730000.0,1,0,1,0
внедорожник,серый,3.0,326.0,дизель,0.0,5.0,2019.0,1.0,,1,2.0,5878000.0,0,0,0,1
седан,чёрный,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2588748.0,1,0,1,0
внедорожник,серый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3560000.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3180000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3280000.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3430000.0,1,0,1,0
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,9161685.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,7280200.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,6105400.0,1,0,1,0
лифтбек,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,5200110.0,1,0,1,0
седан,синий,4.4,625.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,8438612.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,4050000.0,1,0,1,0
седан,серый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,4050000.0,1,0,1,0
седан,белый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,4050000.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,4050000.0,1,0,1,0
внедорожник,серый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,4201800.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,5357800.0,1,0,1,0
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4115709.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3233600.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2762500.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2762500.0,1,0,1,0
внедорожник,чёрный,3.0,400.0,дизель,45.0,5.0,2020.0,1.0,,1,2.0,7956300.0,1,0,1,0
внедорожник,синий,2.0,150.0,дизель,13.0,5.0,2020.0,1.0,,1,2.0,3069100.0,1,0,1,0
внедорожник,синий,2.0,190.0,дизель,21.0,5.0,2020.0,1.0,,1,2.0,3149999.0,1,0,1,0
седан,белый,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,5681526.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3810000.0,1,0,1,0
внедорожник,чёрный,3.0,235.0,дизель,188424.0,5.0,2009.0,1.0,,1,2.0,1149000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,6415251.0,0,0,0,1
лифтбек,белый,2.0,184.0,бензин,141800.0,5.0,2013.0,1.0,,1,2.0,935000.0,0,0,0,1
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
седан,чёрный,3.0,258.0,дизель,113541.0,4.0,2012.0,1.0,,1,2.0,1249000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,128411.0,4.0,2017.0,1.0,,1,2.0,1795000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,156439.0,4.0,2017.0,1.0,,1,2.0,1707000.0,0,0,0,1
седан,чёрный,4.4,407.0,бензин,123180.0,4.0,2011.0,1.0,,1,2.0,874000.0,0,0,0,1
внедорожник,белый,3.0,381.0,дизель,116063.0,5.0,2014.0,1.0,,1,2.0,2935000.0,0,0,0,1
седан,белый,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,4420000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2762500.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2990000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3010000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,2782500.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3233600.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3730000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3250000.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6345000.0,1,0,1,0
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2337500.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,5290000.0,1,0,1,0
внедорожник,синий,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2858446.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,6900000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6449200.0,1,0,1,0
внедорожник,серый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6345000.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6345000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,6953000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,8020000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,6953000.0,1,0,1,0
седан,синий,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2781500.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3350446.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6345000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,6450000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,2.0,7920000.0,0,0,0,1
внедорожник,белый,3.0,306.0,бензин,71700.0,5.0,2011.0,1.0,,1,2.0,1550000.0,0,0,0,1
седан,чёрный,2.5,204.0,бензин,280132.0,4.0,2011.0,1.0,,1,2.0,689000.0,0,0,0,1
седан,чёрный,4.4,407.0,бензин,207388.0,4.0,2010.0,1.0,,1,2.0,628000.0,0,0,0,1
седан,белый,2.0,306.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3584871.0,1,0,1,0
седан,чёрный,3.0,320.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,9407923.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,5934000.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,6260000.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,5934000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6589400.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,7010000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6589400.0,1,0,1,0
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,6935900.0,1,0,1,0
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,10601300.0,1,0,1,0
внедорожник,синий,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,11218700.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,5814768.0,1,0,1,0
внедорожник,чёрный,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3052700.0,1,0,1,0
внедорожник,серый,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3052700.0,1,0,1,0
внедорожник,синий,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3052700.0,1,0,1,0
внедорожник,белый,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3155600.0,1,0,1,0
внедорожник,серебристый,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3397575.0,1,0,1,0
внедорожник,белый,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,3292800.0,1,0,1,0
внедорожник,серебристый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3511400.0,1,0,1,0
внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3150422.0,1,0,1,0
внедорожник,белый,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,2.0,2964189.0,1,0,1,0
внедорожник,серый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2668754.0,1,0,1,0
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2557500.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2235906.0,1,0,1,0
внедорожник,коричневый,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2139738.0,1,0,1,0
внедорожник,серый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,2658616.0,1,0,1,0
внедорожник,коричневый,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2253816.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2180322.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,0.0,,1,2.0,2180322.0,1,0,1,0
седан,коричневый,3.0,400.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,7213730.0,1,0,1,0
седан,чёрный,3.0,320.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,7917714.0,1,0,1,0
купе,синий,3.0,320.0,дизель,0.0,2.0,2020.0,1.0,,1,2.0,8204414.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,7280200.0,1,0,1,0
седан,белый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,5544700.0,1,0,1,0
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3726000.0,1,0,1,0
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,3832340.0,1,0,1,0
лифтбек,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4257720.0,1,0,1,0
лифтбек,серый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,2.0,4153541.0,1,0,1,0
седан,белый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3564000.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,3822000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,4313400.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2990000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,2.0,2860000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3352800.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,2.0,3308624.0,1,0,1,0
